title	tag	mean_centroid	std_centroid	mean_rolloff	std_rolloff	mean_flux	std_flux	mean_zerocrossings	std_zerocrossings	low_energy	period0	ratioperiod1	ratioperiod2	ratioperiod3	amp0	amp1	amp2	amp3
Big Red Planet.wav	.	4903.37536676	1766.97942582	959.411214953	344.555733274	0.0701046919813	0.061939531381	393.76635514	218.388557925	0.831775700935	130.011792453	1.00872323553	0.990573448547	1.00157356412	0.272498692393	0.251988977602	0.239407968852	0.236104361152
goldman.wav	.	2526.96703003	733.907456391	481.523364486	162.220188759	0.0677648412722	0.016350977502	214.588785047	67.0336717274	0.588785046729	129.604231975	0.989147286822	1.00077579519	0.998450813323	0.254873343438	0.254329136201	0.249020814165	0.241776706195
